node_id,node_name,alias,node_iri,ds_id,ds_name,node_attributes
2121,article,relations___associations___article,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/article,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2124,displayCode,relations___associations___article___relations___associations___article___relations___categories___category___displayCode,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/displayCode,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2126,parents,relations___associations___organization___relations___regions___region___parents___region___parents,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/parents_id2,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2128,category,relations___associations___article___relations___categories___category,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/category_id2,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2131,parent,relations___associations___programme___parent___programme___parent,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/parent_id2,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2134,parent,relations___associations___programme___parent___programme___parent___programme___parent___programme___parent,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/parent_id4,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2137,category,relations___associations___programme___relations___categories___category,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/category_id4,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2140,categories,relations___associations___article___relations___categories,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/categories_id2,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2141,availableLanguages,relations___associations___programme___relations___categories___category___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/availableLanguages_id10,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2142,associations,relations___associations___article___relations___associations,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/associations_id2,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2143,relations,relations___associations___article___relations___associations___article___relations,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/relations_id3,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2144,displayCode,relations___associations___article___relations___categories___category___displayCode,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/displayCode_id2,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2145,parents,relations___associations___organization___relations___regions___region___parents,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/133/parents,133,cordis_horizon_projects_4,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2342,size,relations___associations___webItem___size,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/size_id3,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2343,mimetype,relations___associations___result___relations___associations___webItem___mimetype,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/mimetype_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2344,displayCode,relations___associations___programme___relations___categories___category___displayCode,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/displayCode_id4,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2345,associations,relations___associations___article___relations___associations,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/associations_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2346,displayCode,relations___categories___category___displayCode,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/displayCode_id6,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2347,programme,relations___associations___programme___parent___programme,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/programme_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2348,availableLanguages,relations___associations___article___relations___categories___category___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id6,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2349,availableLanguages,relations___associations___programme___relations___categories___category___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id10,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2350,availableLanguages,relations___associations___organization___relations___categories___category___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id8,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2351,region,relations___associations___organization___relations___regions___region___parents___region___parents___region,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/region_id3,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2352,webLink,relations___associations___webLink,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/webLink_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2354,call,relations___associations___call,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/call,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2355,organization,relations___associations___organization,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/organization,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2356,associations,relations___associations,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/associations,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2358,mimetype,relations___associations___webItem___mimetype,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/mimetype_id3,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2359,categories,relations___associations___organization___relations___categories,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/categories_id3,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2360,webItem,relations___associations___result___relations___associations___webItem,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/webItem_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2361,programme,relations___associations___programme___parent___programme___parent___programme,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/programme_id3,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2362,identifiers,identifiers,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/identifiers,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2363,category,relations___associations___article___relations___categories___category,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/category_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2364,category,relations___associations___programme___relations___categories___category,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/category_id4,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2365,relations,relations___associations___organization___relations,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/relations_id4,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2366,relations,relations___associations___result___relations,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/relations_id6,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2367,availableLanguages,relations___associations___result___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id11,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2368,availableLanguages,relations___associations___result___relations___associations___webLink___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id13,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2370,displayCode,relations___associations___article___relations___associations___article___relations___categories___category___displayCode,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/displayCode,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2372,availableLanguages,relations___associations___article___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2374,availableLanguages,relations___associations___article___relations___associations___webItem___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id5,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2376,categories,relations___associations___article___relations___associations___article___relations___categories,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/categories,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2378,region,relations___associations___organization___relations___regions___region___parents___region___parents___region___parents___region,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/region_id4,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2380,region,relations___associations___organization___relations___regions___region,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/region,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2381,category,relations___associations___result___relations___categories___category,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/category_id5,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2382,category,relations___associations___organization___relations___categories___category,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/category_id3,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2383,availableLanguages,relations___associations___result___relations___associations___webItem___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id12,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2384,parents,relations___associations___organization___relations___regions___region___parents,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/parents,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2385,parent,relations___associations___programme___parent,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/parent,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2386,availableLanguages,relations___associations___result___relations___categories___category___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id14,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2388,address,relations___associations___organization___address,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/address,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2389,programme,relations___associations___programme___parent___programme___parent___programme___parent___programme,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/programme_id4,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2390,mimetype,relations___associations___article___relations___associations___webItem___mimetype,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/mimetype,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2392,relations,relations,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/relations,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2394,parents,relations___associations___organization___relations___regions___region___parents___region___parents,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/parents_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2395,categories,relations___associations___result___relations___categories,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/categories_id5,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2397,category,relations___categories___category,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/category_id6,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2399,categories,relations___associations___article___relations___categories,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/categories_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2400,availableLanguages,availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2402,programme,relations___associations___programme___parent___programme___parent___programme___parent___programme___parent___programme,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/programme_id5,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2404,relations,relations___associations___programme___relations,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/relations_id5,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2405,size,relations___associations___article___relations___associations___webItem___size,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/size,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2406,relations,relations___associations___article___relations___associations___article___relations,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/relations_id3,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2407,displayCode,relations___associations___article___relations___categories___category___displayCode,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/displayCode_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2408,parent,relations___associations___programme___parent___programme___parent,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/parent_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2409,associations,relations___associations___result___relations___associations,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/associations_id3,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2410,availableLanguages,relations___associations___article___relations___associations___article___relations___categories___category___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id4,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2411,availableLanguages,relations___categories___category___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id17,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2412,availableLanguages,relations___associations___webItem___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id15,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2413,parent,relations___associations___programme___parent___programme___parent___programme___parent___programme___parent,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/parent_id4,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2414,availableLanguages,relations___associations___organization___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id7,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2415,availableLanguages,relations___associations___programme___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id9,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2416,regions,relations___associations___organization___relations___regions,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/regions,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2417,programme,relations___associations___programme,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/programme,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2418,lastUpdateDate,lastUpdateDate,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/lastUpdateDate,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2419,webLink,relations___associations___result___relations___associations___webLink,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/webLink,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2420,article,relations___associations___article,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/article,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2421,webItem,relations___associations___article___relations___associations___webItem,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/webItem,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2422,article,relations___associations___article___relations___associations___article,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/article_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2423,size,relations___associations___result___relations___associations___webItem___size,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/size_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2424,availableLanguages,relations___associations___webLink___availableLanguages,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/availableLanguages_id16,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2425,parent,relations___associations___programme___parent___programme___parent___programme___parent,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/parent_id3,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2426,contentCreationDate,contentCreationDate,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/contentCreationDate,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2427,programme,relations___associations___programme___parent___programme___parent___programme___parent___programme___parent___programme___parent___programme,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/programme_id6,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2428,displayCode,relations___associations___organization___relations___categories___category___displayCode,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/displayCode_id3,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2429,parents,relations___associations___organization___relations___regions___region___parents___region___parents___region___parents,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/parents_id3,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2430,relations,relations___associations___article___relations,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/relations_id2,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2431,parent,relations___associations___programme___parent___programme___parent___programme___parent___programme___parent___programme___parent,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/parent_id5,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
2432,categories,relations___categories,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/134/categories_id6,134,cordis_horizon_projects_5,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
